order_id,user_id,order_timestamp,amount
11065,  3521  ,09-10-2023,4752
11431,  3197  ,2023-11-25 00:00:00,
8445,3405,04-05-2023,1778
5792,  392  ,,  1500  
4591,,02/09/2024,  1500  
19867,,2022-12-21 00:00:00,3326
6104,971,2023/03/20,  1500  
17891,  1152  ,2022/11/21,1446
7001,,2023-06-20 00:00:00,500.50
9571,  5519  ,2023/03/28,4827
14498,  4301  ,21-10-2024,3978
4678,,06/13/2024,  1500  
16797,,,
15524,1321,,  1500  
11357,  3918  ,05/24/2022,500.50
2598,5031,12/30/2022,500.50
6183,,  2024-03-10  ,  1500  
787,,06/22/2023,500.50
15970,  1853  ,,500.50
9066,,2022/10/25,2050
507,,11-02-2023,2739
1966,4711,03-03-2023,500.50
6073,4233,2023/09/08,abc
14192,5719,05-04-2022,
5240,  2428  ,05/04/2023,1153
12967,5642,,1219
18130,  2536  ,2022/12/06,1688
11716,3961,,abc
8862,  5930  ,2022/12/21,279
15491,5932,  2024-02-16  ,
1040,  5862  ,03/18/2022,  1500  
282,2573,2023-09-11 00:00:00,  1500  
5518,2843,12/18/2024,  1500  
13482,,,  1500  
16353,  588  ,2024-05-28 00:00:00,2479
14612,,05/20/2024,429
878,,11/19/2023,abc
114,  1098  ,21-11-2024,
12254,,2024-09-13 00:00:00,abc
4587,  4032  ,  2022-02-22  ,  1500  
1814,,2022/04/06,1935
3972,  184  ,26-03-2023,500.50
825,1259,03-10-2022,4400
14872,5600,2023/08/03,2774
3926,,2023/11/05,240
14243,3960,01/09/2022,
11059,1497,23-07-2022,2698
18235,  1440  ,09/17/2024,  1500  
7516,  314  ,08/11/2024,439
16023,677,,500.50
2062,,2024/03/25,
8868,  1667  ,07-02-2024,649
9045,  1936  ,2024/07/12,  1500  
965,4359,08-06-2024,
10630,,,4936
5030,2433,2024-07-19 00:00:00,  1500  
3345,,,764
11412,,03/15/2024,500.50
3915,  4355  ,,500.50
18758,1878,05/05/2024,
16635,  5338  ,11/29/2022,730
3030,  1952  ,02/13/2022,2196
17118,,12/09/2024,
7956,,11/11/2023,
16871,,,  1500  
10183,1462,02/05/2022,
12551,2123,,abc
8209,5387,2022/10/26,  1500  
16095,493,12/07/2024,306
216,  4674  ,2022-10-17 00:00:00,  1500  
4568,3988,,4917
2917,,,abc
1024,,12/19/2022,3269
19683,,08/09/2023,
2267,  1459  ,10/28/2022,2815
17979,1534,09/18/2022,abc
16998,,  2022-03-07  ,abc
18003,  4032  ,,
177,,10-06-2024,abc
14116,606,2023-12-06 00:00:00,
11900,  342  ,,3023
14049,  1067  ,,500.50
6164,  308  ,01/02/2024,500.50
18148,,2023/04/23,abc
4585,  5444  ,02/15/2022,  1500  
8683,  3356  ,09/29/2023,abc
15778,1911,2022/10/17,abc
15051,4763,14-08-2023,3149
15922,,2023-11-09 00:00:00,abc
7168,5651,2023-12-24 00:00:00,4030
6403,,2023/05/07,127
15244,4557,,329
6066,2591,2023/10/07,  1500  
5907,10,  2022-09-13  ,abc
15500,,,1160
164,  2825  ,2022-05-27 00:00:00,2237
2922,2192,,2722
9133,2533,22-08-2023,500.50
1643,2970,2022/07/31,1170
8088,  3540  ,,2956
14994,,,324
12930,,02/02/2023,abc
2425,  1919  ,,688
15104,835,06-05-2023,abc
12469,81,07-11-2022,
11244,  4090  ,  2022-12-20  ,951
6913,,2023/06/16,2606
5161,4680,15-09-2024,2612
4049,5715,,500.50
14344,  325  ,01/20/2023,500.50
11315,,27-07-2022,3060
2064,  1219  ,2024-09-05 00:00:00,abc
19015,,2024/12/06,  1500  
17,,  2023-04-11  ,2430
18357,5443,06/21/2024,1564
19125,301,,1575
134,374,2024-02-11 00:00:00,1100
19308,911,2023-04-27 00:00:00,500.50
18136,,,500.50
13393,4159,  2024-05-17  ,4093
964,5118,  2023-06-28  ,  1500  
16493,,2024/10/14,  1500  
18675,,05-11-2023,abc
6589,,,
7991,,2023/07/21,
10601,  3327  ,2024/10/11,
17268,1178,2024/12/29,4446
19323,  4628  ,  2022-06-05  ,  1500  
12520,,19-04-2024,2597
6685,3146,2024/01/29,abc
19595,  3024  ,07/09/2024,  1500  
5259,  1929  ,2023/12/24,1477
120,  5176  ,11/27/2022,706
17418,,10-10-2022,500.50
15998,  1976  ,2022-04-12 00:00:00,4651
18504,  5746  ,25-04-2023,
16572,2893,  2022-07-19  ,abc
10756,  4889  ,  2022-12-28  ,abc
6215,  1008  ,,
15701,,2022-10-05 00:00:00,  1500  
592,  2390  ,2024/10/14,  1500  
14048,,09/09/2022,1780
19384,,09/08/2024,abc
11356,,05-06-2023,4832
15794,  332  ,2023/02/17,825
13950,  1428  ,,
8157,3837,2023-08-04 00:00:00,500.50
12462,  2209  ,16-03-2023,  1500  
5874,,04/27/2022,2834
15954,  329  ,2024/07/21,abc
903,  5988  ,2024-03-08 00:00:00,  1500  
7735,4623,2023/05/05,3523
17171,436,,abc
16713,3171,,3643
8768,,16-08-2023,  1500  
11219,,2024/07/04,1784
15308,  5677  ,2022-05-10 00:00:00,4811
4228,5673,12/15/2023,1873
5722,5188,  2022-08-12  ,  1500  
16791,,05/28/2022,  1500  
7734,,  2024-08-28  ,2537
3480,5887,2022/02/06,abc
8599,,,
7876,,25-09-2023,abc
10803,,2024/07/16,  1500  
14942,,12/23/2022,abc
16216,2948,,abc
9627,  605  ,07/23/2022,
6135,  549  ,  2024-03-11  ,abc
347,  3594  ,2022-11-24 00:00:00,4589
10487,,2023/12/23,4060
18848,,2022-01-12 00:00:00,358
15085,,,188
19297,  3885  ,01/05/2022,  1500  
3241,2357,02/12/2024,2727
16955,421,06-08-2022,abc
4047,2887,  2024-02-23  ,500.50
17005,  2077  ,2022/10/18,3783
881,1352,  2023-07-17  ,abc
13812,  5893  ,11/20/2022,  1500  
12756,231,  2024-03-09  ,
8372,  5635  ,2024-04-29 00:00:00,763
4354,  5269  ,01-02-2024,  1500  
1751,  4895  ,  2023-06-22  ,
9429,  2555  ,20-05-2023,1601
5429,  385  ,2024/02/25,2728
18406,  5926  ,,  1500  
9635,  1387  ,,abc
9240,,,abc
1954,,2022-07-13 00:00:00,3167
1248,,  2023-10-20  ,500.50
11380,  4995  ,,
8490,  2970  ,27-11-2022,2226
19765,,  2023-11-22  ,4423
11283,  5067  ,04/08/2023,  1500  
13747,,05-05-2024,500.50
854,  1750  ,07/10/2024,
6735,  3311  ,14-02-2022,
7187,,  2022-05-23  ,  1500  
2738,  4280  ,2024-11-09 00:00:00,abc
745,5636,2024/09/05,4349
4134,,,  1500  
11349,1480,,
4844,  4438  ,18-11-2023,abc
7766,  2275  ,25-12-2022,500.50
765,  5594  ,04/30/2024,500.50
5510,2730,2024/09/21,4087
15547,5426,  2022-03-03  ,  1500  
14121,,2024/02/21,abc
481,  4361  ,2023-12-13 00:00:00,
1083,,06/19/2023,  1500  
11885,1821,2022/01/28,683
18775,,09-02-2024,  1500  
7836,,12-11-2023,500.50
450,,12/26/2022,500.50
13233,4944,,4610
14378,,2022/04/14,500.50
2569,1547,31-07-2022,2462
11895,  4627  ,2023-05-12 00:00:00,
719,,14-08-2022,500.50
6232,1710,  2023-12-07  ,4649
19050,,,  1500  
13570,,,abc
4611,,2023-06-15 00:00:00,
13885,4962,2023/12/30,2136
2883,,2023-04-11 00:00:00,
997,,2022-11-13 00:00:00,4755
17575,,11/05/2024,2974
19677,  4772  ,2023-05-10 00:00:00,500.50
14952,4735,2023/11/27,
14177,  401  ,  2024-10-15  ,abc
9530,,25-12-2024,
15857,201,,abc
7777,,11/22/2023,  1500  
19881,  3300  ,04/13/2023,  1500  
13431,,  2022-07-27  ,  1500  
16117,820,  2022-04-18  ,abc
5945,  60  ,08/30/2024,500.50
2955,,  2024-02-07  ,776
11205,1455,12-04-2022,500.50
9990,  1020  ,04-05-2022,500.50
623,5735,,
2880,  1886  ,,abc
14614,,  2024-11-07  ,  1500  
8176,,2023-10-10 00:00:00,  1500  
16449,4056,2024-08-31 00:00:00,abc
3161,  3464  ,2022-06-19 00:00:00,  1500  
14379,,2024/03/04,abc
14783,,2023/06/07,520
14728,4168,2022-04-13 00:00:00,1053
11360,,2024-11-15 00:00:00,3497
10352,,2024-10-04 00:00:00,2416
19490,,2023-05-01 00:00:00,  1500  
15013,4282,,  1500  
15796,247,,abc
18653,,06/07/2024,
1575,  3624  ,17-11-2024,500.50
8829,,16-01-2023,
8969,,  2024-09-01  ,
6957,,20-05-2024,abc
2926,3395,10/26/2023,abc
2251,,2024-06-25 00:00:00,563
18460,3260,04/15/2022,
10534,  1405  ,  2024-10-28  ,413
18930,  279  ,03/21/2024,2484
4783,813,09/10/2024,4285
7087,5524,03-05-2023,500.50
11843,5906,,  1500  
12646,,,abc
15142,,2023-06-23 00:00:00,901
470,  1255  ,,abc
17186,352,05-08-2022,  1500  
18687,322,,  1500  
6770,,07/31/2024,4814
6075,  1891  ,2024-08-16 00:00:00,  1500  
2753,,2023-10-02 00:00:00,abc
9812,4084,2022/12/05,  1500  
144,  989  ,2023-03-01 00:00:00,  1500  
13221,2837,04/18/2022,
17237,,01/30/2024,abc
5376,,  2023-11-04  ,  1500  
354,1169,27-06-2024,500.50
19583,2973,  2022-12-15  ,500.50
19936,2650,2024-03-21 00:00:00,500.50
18223,1503,  2024-03-27  ,1769
28,4047,2024-06-09 00:00:00,abc
16094,,  2024-04-01  ,500.50
13271,5014,2023/08/22,abc
9829,,,abc
4177,,,  1500  
7579,  3330  ,09-03-2024,
12245,,11/25/2022,500.50
5132,,,  1500  
17106,,03/27/2024,500.50
15672,  534  ,2023/04/28,1249
3604,  3463  ,15-08-2022,3386
19818,  1567  ,,3170
7519,,2022-09-10 00:00:00,500.50
15605,  2376  ,,abc
17657,  4127  ,  2024-05-24  ,869
6389,,  2023-12-16  ,2193
18511,  5615  ,2024-10-09 00:00:00,abc
6699,  4722  ,,abc
10777,,  2023-04-08  ,  1500  
11620,4903,,500.50
13583,  3608  ,  2023-06-23  ,500.50
7181,  2351  ,2022/01/27,500.50
58,,  2022-02-23  ,1978
18539,  5294  ,2022/06/23,abc
617,  4971  ,01/11/2024,500.50
16379,2015,2024/07/09,abc
7926,  1061  ,08-10-2022,abc
8328,,  2022-08-15  ,
17474,  4772  ,2024-04-28 00:00:00,4434
11505,1386,11/18/2023,1875
12022,,06/22/2024,  1500  
3781,,2023-08-01 00:00:00,512
10312,,30-08-2023,3240
3246,  4793  ,08/05/2023,abc
398,4849,01/05/2022,500.50
13437,2793,  2023-05-14  ,500.50
14005,,2024/02/19,340
13783,,2022/03/16,1543
5077,,06-06-2023,500.50
2668,  2817  ,07/17/2023,
12516,  3535  ,  2022-07-20  ,
10343,  143  ,2023/11/07,abc
5398,  1131  ,  2023-06-11  ,  1500  
12771,  4518  ,,abc
10306,5525,29-09-2024,  1500  
10068,,12/03/2022,4779
18314,,2023-03-27 00:00:00,abc
17174,  5394  ,  2024-07-15  ,1584
4030,5601,2023/08/03,2414
2258,,,
6953,,2023-05-29 00:00:00,abc
2744,,,  1500  
7803,  2111  ,08/07/2022,1257
12766,,2023/11/15,abc
19178,2931,02/07/2024,abc
9502,  4707  ,2023-12-05 00:00:00,
232,322,2023-03-16 00:00:00,500.50
6515,4165,,500.50
2532,,2023-06-28 00:00:00,4685
11089,  5484  ,2024-09-01 00:00:00,  1500  
9739,  2792  ,2022-05-26 00:00:00,500.50
12457,  1276  ,09-10-2022,500.50
3316,,26-01-2022,
19392,1891,2022/02/21,3494
16761,675,2023-11-15 00:00:00,  1500  
12950,  3833  ,2024/01/18,abc
6020,3771,21-05-2024,500.50
14832,  1773  ,,abc
11179,4046,18-07-2022,  1500  
15981,2489,01/15/2024,3979
8798,  3108  ,2022-03-05 00:00:00,500.50
328,,2024-09-11 00:00:00,1589
486,  893  ,2023-02-19 00:00:00,
18374,  2849  ,07/07/2024,3061
188,  5631  ,2022/07/20,
7290,,  2023-10-01  ,  1500  
1905,1846,09/12/2022,abc
5044,597,10-11-2023,4610
17246,  4449  ,,abc
2362,,2022-02-01 00:00:00,abc
3100,,,abc
18798,,,500.50
19949,821,2022/04/20,500.50
858,5028,2022/06/04,  1500  
9839,,2023/05/15,
5869,,08/26/2022,  1500  
2456,  3382  ,2022-08-04 00:00:00,abc
13834,  3297  ,  2022-04-23  ,500.50
16859,  5420  ,  2023-10-06  ,4950
4106,,,2180
1440,4539,17-05-2022,
14126,,  2022-11-03  ,  1500  
14696,1639,  2023-02-04  ,2961
13131,,19-08-2022,3939
1475,2956,2022-01-13 00:00:00,
3759,,,  1500  
912,,,
5410,,22-10-2023,  1500  
14283,991,2023/07/03,
19624,427,2024/10/31,500.50
1301,,  2023-09-08  ,4370
19689,  3306  ,2023/12/06,  1500  
564,4244,2024-02-14 00:00:00,4037
12938,  5641  ,,1308
8676,  4383  ,2022/06/30,
904,,07/08/2023,500.50
9031,,,
1605,  3587  ,2024-03-22 00:00:00,3759
4857,1189,  2024-02-03  ,
18061,5068,,
2521,,2024-12-28 00:00:00,
16496,2003,28-05-2023,500.50
10812,  3599  ,2022/06/24,3461
1970,5073,2023/10/20,500.50
14267,,,663
11137,3164,10/19/2024,
1539,  3485  ,  2024-02-15  ,
1362,,2022/08/17,312
569,  5105  ,2024-07-10 00:00:00,abc
18997,,,3828
350,,2024/03/28,  1500  
18518,  1607  ,  2024-04-27  ,  1500  
9403,,09-02-2023,  1500  
10191,  1498  ,,798
11816,,2022-10-10 00:00:00,500.50
495,2880,07/05/2022,  1500  
1750,5029,  2024-08-23  ,  1500  
209,,  2022-08-24  ,  1500  
251,,2024/06/06,500.50
490,1492,2022-09-18 00:00:00,  1500  
3113,4266,2022/05/02,3447
875,,2023/07/02,4014
19603,  2609  ,03/15/2023,abc
5863,  5881  ,2023-03-21 00:00:00,773
13053,  4043  ,,2518
13209,3637,23-06-2022,500.50
532,  2870  ,  2022-04-06  ,3955
8438,,06/19/2023,500.50
5178,  4539  ,2024-10-14 00:00:00,abc
1463,,,abc
11246,5227,2024/02/07,182
5980,5935,,500.50
13998,,  2024-07-24  ,787
10456,  1073  ,08/27/2024,
15774,,,
11991,2101,2023/12/17,500.50
12852,  5510  ,,4350
680,5466,20-02-2023,4809
15136,5623,2024-01-02 00:00:00,500.50
13347,3258,20-11-2022,abc
4763,  3957  ,2022/01/14,  1500  
17162,,  2024-05-03  ,3524
12734,1426,02/18/2024,931
13601,,09/21/2022,
16637,,,500.50
9516,  5713  ,  2022-09-13  ,abc
6257,3879,2022-09-03 00:00:00,602
10512,3566,2024-06-22 00:00:00,abc
423,,  2024-01-26  ,500.50
12692,3583,2022/11/08,  1500  
3593,1523,  2023-06-05  ,500.50
16612,,10/22/2024,  1500  
17609,2727,  2024-08-27  ,500.50
16650,742,  2023-12-07  ,4958
1195,,05/05/2024,  1500  
9381,5628,2024/07/29,500.50
11411,  5660  ,2023/07/18,
17803,2525,  2022-01-03  ,1030
4258,,22-03-2024,3510
11751,  560  ,01-04-2022,  1500  
9986,1294,31-07-2023,
3767,4407,,  1500  
12718,,2022-04-01 00:00:00,3289
7069,  4300  ,2023-07-13 00:00:00,abc
19006,2972,2023-12-04 00:00:00,abc
15785,,02/17/2023,3080
12333,  5808  ,,
18588,,2023/12/02,abc
13905,,2024-10-04 00:00:00,  1500  
1079,  2772  ,2022/08/18,1362
3471,  5704  ,,abc
648,51,10/10/2023,
16183,  775  ,  2024-02-22  ,3588
501,2975,  2023-03-16  ,1749
15924,2379,2022/12/06,
5583,,,  1500  
636,,12-11-2023,1678
10538,,2022/05/03,4471
3669,,01/05/2024,abc
393,864,06/21/2022,2549
9890,,2023-02-08 00:00:00,  1500  
9930,2752,31-07-2022,157
12071,,,500.50
211,896,  2023-06-21  ,
1598,1562,2024-10-10 00:00:00,500.50
1254,  4725  ,01-09-2024,140
19012,  1887  ,2023-08-26 00:00:00,abc
797,,2024-06-07 00:00:00,500.50
4923,  3355  ,  2024-10-29  ,4894
17741,1507,2023-12-07 00:00:00,abc
12183,223,08-07-2024,500.50
15821,3094,  2022-01-13  ,500.50
8258,1045,  2022-09-09  ,  1500  
4642,,01-09-2022,  1500  
8748,,11/10/2022,2686
8614,402,04/18/2022,2721
121,4516,02/08/2023,
12793,  5272  ,,1430
15210,,,
6986,,27-03-2024,
3800,,2022-01-12 00:00:00,abc
12361,  4560  ,,
3914,  21  ,  2022-03-20  ,500.50
8087,5979,07/26/2023,
6649,419,,  1500  
19380,  2994  ,,abc
163,  1408  ,05/02/2024,2530
13319,  3930  ,  2022-10-04  ,
13231,5874,17-05-2024,  1500  
6296,,  2022-11-17  ,  1500  
10513,  4664  ,  2022-05-15  ,abc
474,2757,2022-10-30 00:00:00,500.50
18918,  2220  ,  2023-09-01  ,
7050,,2022/08/04,2413
1609,,  2023-08-01  ,2458
15289,2013,  2022-02-24  ,500.50
1803,,  2024-01-11  ,904
8831,,2022/05/03,abc
1988,  5052  ,2024-11-30 00:00:00,500.50
11635,  4509  ,2024-06-09 00:00:00,
6298,  3359  ,,abc
14551,  4403  ,2024-08-24 00:00:00,500.50
6825,  3618  ,2024/03/15,3488
16240,2537,2024/01/13,500.50
167,,2022/03/29,147
3068,4766,09/09/2023,4676
4416,,2022/10/31,  1500  
856,  23  ,28-11-2024,  1500  
5179,,07/29/2023,
13563,5033,  2024-07-31  ,
8408,4575,2023/03/24,4398
650,  4641  ,,abc
170,,10-05-2024,2650
6905,,2024/04/05,
379,,23-08-2022,3167
11292,4797,  2024-10-06  ,abc
7096,,2024/12/23,4580
1272,,25-05-2024,  1500  
2091,974,2024/04/05,  1500  
4545,  1934  ,  2022-02-12  ,
10574,  27  ,2024/04/14,1020
12522,  892  ,2022-06-19 00:00:00,
17642,  3528  ,,abc
235,,2024/12/30,2724
4383,  1551  ,  2023-04-17  ,
10224,,2023-07-03 00:00:00,2905
7545,  5099  ,,500.50
14510,152,  2024-03-30  ,
3442,2366,,abc
11473,,2023/05/25,429
10208,  1011  ,  2022-04-26  ,  1500  
11530,  5100  ,12/28/2024,3284
5039,  5298  ,2024/05/27,4214
13974,  4997  ,2024-03-16 00:00:00,3755
139,,12-05-2024,500.50
15833,4364,2024/04/13,  1500  
19234,1435,,2089
5180,,19-07-2024,500.50
7207,  1298  ,  2023-06-01  ,1633
1992,  289  ,03/05/2024,1439
15768,  4201  ,2022/06/02,1357
8762,1771,2022-02-22 00:00:00,  1500  
8455,4993,2022/12/27,4858
2118,4316,2022-06-23 00:00:00,
9669,3396,2023/08/27,3559
10732,1804,2022/02/03,
6785,  951  ,2024/02/08,abc
906,1368,2023/12/31,abc
5774,1333,2022/02/11,  1500  
11447,,2022-12-12 00:00:00,500.50
11611,5475,12-12-2023,1453
7970,  1664  ,,745
4651,,03/13/2024,  1500  
10052,5094,  2022-11-11  ,
12686,3302,  2024-10-29  ,
4750,,2022-05-14 00:00:00,500.50
8522,5842,31-01-2022,
13740,382,19-10-2024,4579
1985,,07/17/2023,abc
2451,  3187  ,04-12-2023,500.50
5469,3089,2023-10-22 00:00:00,500.50
8428,,2022/03/10,500.50
13796,297,2024-12-11 00:00:00,
12210,972,,500.50
11313,  3821  ,2024-04-03 00:00:00,1449
17791,2708,,  1500  
16605,  3129  ,05-03-2022,500.50
6683,,05-09-2022,4140
11436,  553  ,2023/09/29,  1500  
18230,,2022/09/18,3184
1861,  5673  ,2023/06/15,923
11370,2421,,500.50
1113,,,515
10564,,  2024-03-23  ,  1500  
17723,,08/19/2024,
10150,3455,,500.50
18078,  1539  ,2022/01/27,645
7324,,2024/02/13,500.50
12944,5046,2023-07-17 00:00:00,abc
19860,3039,  2023-07-12  ,abc
17855,982,18-07-2022,abc
15070,,,abc
11869,,12-07-2024,  1500  
18039,,2024-04-09 00:00:00,  1500  
17706,3949,2022-01-04 00:00:00,2469
16988,  3361  ,2023-07-04 00:00:00,500.50
2095,,2022/10/24,  1500  
15433,4042,2023-01-28 00:00:00,  1500  
11056,  944  ,2022-05-16 00:00:00,abc
15518,  3474  ,2023-06-04 00:00:00,500.50
16034,347,12/18/2024,abc
7731,  3289  ,08/21/2023,4535
7147,,02-12-2024,
92,37,2023/12/09,3800
11049,  1883  ,01/13/2022,2386
9270,5234,  2022-10-28  ,
3612,  2424  ,2022-06-18 00:00:00,390
13661,1488,2022-05-27 00:00:00,2881
5675,,02/28/2022,766
13349,,,
10495,,2024/05/29,abc
2514,  1947  ,12-06-2023,435
8425,,,abc
19320,,04-05-2024,1353
9857,5931,2022-09-13 00:00:00,1614
16340,,  2023-02-25  ,  1500  
11633,  5697  ,2023/05/01,  1500  
3025,  5715  ,2023-04-02 00:00:00,abc
16436,  5684  ,2024-10-25 00:00:00,
16907,  1830  ,,abc
18156,  1866  ,05/14/2023,1248
12644,2531,09/20/2024,2330
12078,  3254  ,05-11-2024,3390
19574,1997,2024/12/03,1926
11945,,,
19494,4705,19-10-2024,  1500  
2899,2428,  2022-09-28  ,
7366,3434,2023-11-04 00:00:00,3915
3570,  2331  ,12-05-2024,abc
8755,5459,2023-07-26 00:00:00,
1276,,14-07-2022,  1500  
19926,,  2024-07-28  ,3115
10745,2636,  2023-03-23  ,500.50
6095,5088,25-03-2024,  1500  
5649,,11-01-2024,abc
14535,  3059  ,  2023-12-10  ,500.50
15233,4303,04/19/2024,1935
11009,,  2023-07-05  ,abc
1049,1821,  2022-02-04  ,500.50
17042,5900,18-04-2024,4724
10060,,30-07-2022,3317
11343,,2022/06/26,500.50
6533,4268,2023/02/25,
9980,  2464  ,,  1500  
13649,5795,,
13757,,06/11/2022,
13841,,2024-09-26 00:00:00,680
15874,,2023-08-29 00:00:00,500.50
7980,,23-05-2023,3610
2409,595,2024/12/30,3288
1372,113,,
11253,989,,500.50
10531,1831,2022-05-09 00:00:00,
1932,,05/29/2022,  1500  
12285,4509,2023-04-02 00:00:00,  1500  
6071,235,07/02/2024,
1773,4102,01-08-2024,
19899,1290,2023-08-29 00:00:00,3176
13727,,,  1500  
6235,5434,2023-06-07 00:00:00,abc
2452,,07/03/2024,4620
8318,  2491  ,2024-12-19 00:00:00,abc
15419,2609,  2023-01-28  ,abc
3541,  3889  ,,abc
7140,,2022/05/27,abc
17467,,2022/06/08,abc
12739,5384,  2022-09-03  ,
12554,,  2024-06-12  ,abc
16853,  1647  ,2023/07/04,3148
17654,  1334  ,02/24/2022,
12051,  4081  ,,4641
15994,,03/26/2023,1257
6731,,,abc
11969,1520,  2022-05-23  ,
16568,,  2023-04-18  ,500.50
269,,2024-02-19 00:00:00,abc
10936,  2384  ,2024/08/22,
12803,,,378
11979,  2781  ,06/26/2022,
11921,,  2022-02-17  ,500.50
1785,,17-02-2022,3923
6494,  5280  ,2024/03/14,  1500  
58,,  2022-02-23  ,1978
2343,4744,01/16/2023,500.50
15891,,2022-11-08 00:00:00,  1500  
1155,  608  ,08/04/2023,500.50
8301,1948,2024-05-28 00:00:00,2859
14113,  1336  ,18-06-2022,1653
19198,  4097  ,13-10-2024,
18705,5327,11/10/2023,2814
5969,,  2022-09-20  ,500.50
11803,4089,03/02/2023,500.50
15329,2283,  2024-02-21  ,
17235,  2475  ,2024/11/04,abc
7553,5988,07-11-2022,4891
13728,,,
18554,  1873  ,2022/08/25,abc
8571,5652,2023/01/08,500.50
13021,5067,13-02-2022,  1500  
3820,3940,2023/06/22,
1180,,29-06-2022,  1500  
508,,05/19/2024,500.50
319,,02/28/2022,
11976,  4404  ,14-01-2023,3298
712,  1208  ,2024-08-14 00:00:00,  1500  
15197,  4034  ,  2022-04-26  ,abc
10651,1948,,
16557,  3157  ,01-05-2023,4519
11251,3229,2022/04/24,194
9923,,08-05-2023,500.50
9147,,2022-09-23 00:00:00,3768
16510,4479,  2024-09-22  ,1944
10801,,2024/11/23,500.50
12433,  3838  ,  2024-12-25  ,  1500  
5067,129,  2024-10-10  ,500.50
18501,,2024/11/22,
918,,24-01-2024,1392
514,,2024/06/25,abc
4731,5563,,3328
3082,  4989  ,08/25/2024,2124
218,,,2569
15157,  2718  ,,500.50
10867,  2332  ,,748
356,,  2024-06-09  ,1846
5787,  5400  ,07/26/2023,
5192,,2023/09/07,2660
18085,4129,13-09-2024,759
11024,  2737  ,2024-09-28 00:00:00,
12847,,03/10/2023,  1500  
663,,,500.50
1280,,2024-05-17 00:00:00,  1500  
16662,  2603  ,,4395
13505,  4867  ,22-09-2023,  1500  
15960,1943,2023/06/01,533
12262,,,abc
5445,4818,05/09/2022,4280
4935,  4484  ,30-12-2023,500.50
1875,,05/25/2024,1187
17872,  3179  ,2022/06/10,4108
870,  3253  ,04/16/2023,500.50
999,4491,,
9844,178,2024-02-14 00:00:00,500.50
214,  3097  ,2024/04/19,  1500  
3,  2258  ,2023/03/07,2773
6352,,2024/05/19,
6923,,  2022-05-21  ,500.50
15825,1967,09/03/2023,
10012,330,,
17206,5971,,1525
19604,,06/14/2023,1445
15194,,01-10-2024,690
6061,  2576  ,2024/08/01,
14173,,05-11-2022,512
2340,,  2024-06-30  ,3267
951,4713,03/13/2023,335
17153,3607,  2022-06-02  ,500.50
2050,  5501  ,13-10-2024,
16320,2849,06/05/2024,2171
5451,,15-07-2024,  1500  
664,,2023-11-26 00:00:00,500.50
9264,1941,  2024-06-18  ,500.50
8789,  3165  ,2023-10-18 00:00:00,
14054,2422,07-04-2024,
11261,3442,06-02-2024,1207
7387,3906,  2023-03-11  ,abc
9758,,2023-11-24 00:00:00,4201
1482,885,2022-10-02 00:00:00,
8376,669,2022-08-25 00:00:00,
2060,  2200  ,2023/08/07,207
8194,,2024-01-11 00:00:00,1968
4462,4862,10/11/2022,  1500  
3118,,06/03/2024,abc
9749,  1945  ,  2024-10-19  ,  1500  
10663,,19-01-2022,abc
6859,832,,500.50
10059,  5370  ,  2023-01-14  ,3482
535,,2023/02/02,2696
14991,  4908  ,2023-06-24 00:00:00,abc
15321,5127,  2022-03-08  ,abc
13753,,05/03/2022,500.50
4364,,,2102
17433,  3877  ,,4381
10753,,,  1500  
19565,,2023-08-06 00:00:00,500.50
4553,,  2022-01-11  ,abc
4624,,08-04-2022,3328
2909,204,12/30/2023,1529
15305,3546,2022-03-11 00:00:00,abc
10721,,2024/06/10,  1500  
1003,,06/23/2022,1544
2723,,2024-07-17 00:00:00,
11705,  1791  ,,903
6656,,2023/11/30,1612
847,  3547  ,,500.50
981,,  2022-02-14  ,2456
2361,3459,  2024-06-27  ,  1500  
14648,1568,2024/09/19,  1500  
15079,4554,  2023-09-19  ,500.50
13342,5867,2024/11/18,4299
4733,2928,03/19/2023,2688
17423,5958,2023/11/03,
18782,,06/05/2023,3646
1305,5859,2022/06/20,  1500  
15755,909,15-01-2024,2644
242,,2024-05-03 00:00:00,
18790,  1020  ,  2022-03-05  ,  1500  
10839,  4622  ,2024-04-07 00:00:00,
2482,  545  ,2024-03-14 00:00:00,
19764,  3809  ,02/24/2024,abc
16830,,08/03/2024,
8881,  3623  ,23-12-2022,3331
5172,  1820  ,  2023-10-16  ,  1500  
4010,,2022/02/08,3640
3879,,2022-04-17 00:00:00,  1500  
7297,,2022-08-26 00:00:00,3175
10051,  2907  ,  2022-08-27  ,1280
10081,,23-12-2022,abc
8915,,  2024-09-07  ,3131
13976,3740,2024/10/01,500.50
14350,3069,23-01-2024,4068
6668,,05/07/2024,
14096,,21-06-2022,3034
7280,2858,2022/02/20,1096
2863,3809,03/13/2023,  1500  
12266,,18-06-2023,500.50
6506,  3474  ,  2024-07-01  ,
18740,  1025  ,2024/05/01,abc
18413,  2428  ,2022-11-24 00:00:00,3283
9102,  4239  ,06/02/2023,674
6060,  5321  ,  2022-08-16  ,  1500  
17720,  3385  ,11/08/2022,  1500  
12302,  576  ,2022/11/23,2903
5219,696,2024/09/22,
15915,  5037  ,2022/01/03,abc
47,  5535  ,2022-11-01 00:00:00,  1500  
353,,05/03/2022,abc
